Title,Address,Latitude,Longitude,Found Address,Match Quality,Source
Sklep 369,"ZAWADZKIE, ul. Stawowa 14",50.606611,18.482778,"Stawowa 14, 47-120 Zawadzkie, Poland",Match,Google
Sklep 370,"ZAWIERCIE, ul. Obrońców Poczty Gdańskiej 10",50.4863325,19.4154513,"Obrońców Poczty Gdańskiej 10, 42-400 Zawiercie, Poland",Match,Google
Sklep 371,"ZBĄSZYŃ, ul. 17 Stycznia 53b",52.256286,15.904217,"17 Stycznia 53B, 64-360 Zbąszyń, Poland",Match,Google
Sklep 372,"ZDUŃSKA WOLA, Plac Wolności 20A",51.6036019,18.934867,"plac Wolności 20a, 98-220 Zduńska Wola, Poland",Match,Google
Sklep 373,"ZDZIESZOWICE, ul. Filarskiego 4",50.423085,18.126525,"Filarskiego 4, 47-330 Zdzieszowice, Poland",Match,Google
Sklep 374,"ZELÓW, ul. Żeromskiego 19",51.467306,19.2183977,"Żeromskiego 19, 97-425 Zelów, Poland",Match,Google
Sklep 375,"ZIELONA GÓRA, ul. Działkowa 2",51.943601,15.4788401,"Działkowa 2, 65-775 Zielona Góra, Poland",Match,Google
Sklep 376,"ZIELONA GÓRA, ul. Ogrodowa 5",51.9318386,15.5014178,"Ogrodowa 5, 65-461 Zielona Góra, Poland",Match,Google
Sklep 377,"ZIELONA GÓRA, ul. Ułańska 1",51.946369,15.508922,"Ułańska 1, 65-033 Zielona Góra, Poland",Match,Google
Sklep 378,"ZIĘBICE, ul. Mokra 1a",50.5988891,17.0362684,"Mokra 1a, 57-220 Ziębice, Poland",Match,Google
Sklep 379,"ZŁOCIENIEC, ul. Połczyńska 10a",53.536322,16.014243,"Połczyńska 10A, 78-520 Złocieniec, Poland",Match,Google
Sklep 380,"ZŁOTORYJA, ul. Legnicka 4",51.1265421,15.9204382,"Legnicka 4, 59-500 Złotoryja, Poland",Match,Google
Sklep 381,"ZŁOTÓW, ul. Kolejowa 9A",53.35959,17.0528639,"Kolejowa 9A, 77-400 Złotów, Poland",Match,Google
Sklep 382,"ŻARY, ul. Katowicka 22",51.6340628,15.1244674,"Katowicka 22, 68-200 Żary, Poland",Match,Google
Sklep 383,"ŻNIN, ul. 700-Lecia 28c",52.846793,17.7315039,"700-lecia 28C, 88-400 Żnin, Poland",Match,Google
Sklep 384,"ŻORY, ul. Dworcowa 12A",50.0476143,18.701806,"Dworcowa 12a, 44-240 Żory, Poland",Match,Google
